======== Coverage for /home/runner/work/avalanche/avalanche/avalanche/ =========
------------------------------ Detailed Coverage -------------------------------
| Name                                                                                 |  Status |
|--------------------------------------------------------------------------------------|---------|
| benchmarks/utils/data.py (module)                                                    | COVERED |
|   AvalancheDataset (L50)                                                             | COVERED |
|     AvalancheDataset.__init__ (L89)                                                  | COVERED |
|     AvalancheDataset.concat (L277)                                                   | COVERED |
|     AvalancheDataset.subset (L285)                                                   | COVERED |
|     AvalancheDataset.transform (L294)                                                |  MISSED |
|     AvalancheDataset.update_data_attribute (L301)                                    | COVERED |
|     AvalancheDataset.train (L379)                                                    | COVERED |
|     AvalancheDataset.eval (L389)                                                     | COVERED |
|     AvalancheDataset.with_transforms (L404)                                          | COVERED |
|     AvalancheDataset.freeze_transforms (L418)                                        | COVERED |
|     AvalancheDataset.remove_current_transform_group (L424)                           | COVERED |
|     AvalancheDataset.replace_current_transform_group (L431)                          | COVERED |
|   make_avalanche_dataset (L643)                                                      | COVERED |
|--------------------------------------------------------------------------------------|---------|
| benchmarks/utils/data_attribute.py (module)                                          | COVERED |
|   DataAttribute (L28)                                                                | COVERED |
|     DataAttribute.__init__ (L38)                                                     | COVERED |
|     DataAttribute.data (L85)                                                         |  MISSED |
|     DataAttribute.uniques (L89)                                                      | COVERED |
|     DataAttribute.count (L104)                                                       | COVERED |
|     DataAttribute.val_to_idx (L115)                                                  | COVERED |
|     DataAttribute.subset (L129)                                                      | COVERED |
|     DataAttribute.concat (L143)                                                      | COVERED |
|   TaskLabels (L170)                                                                  | COVERED |
|     TaskLabels.__init__ (L174)                                                       |  MISSED |
|--------------------------------------------------------------------------------------|---------|
| benchmarks/utils/data_loader.py (module)                                             | COVERED |
|   return_identity (L40)                                                              | COVERED |
|   collate_from_data_or_kwargs (L49)                                                  |  MISSED |
|   MultiDatasetDataLoader (L56)                                                       | COVERED |
|     MultiDatasetDataLoader.__init__ (L59)                                            | COVERED |
|   GroupBalancedDataLoader (L241)                                                     | COVERED |
|     GroupBalancedDataLoader.__init__ (L244)                                          | COVERED |
|   TaskBalancedDataLoader (L297)                                                      | COVERED |
|     TaskBalancedDataLoader.__init__ (L300)                                           | COVERED |
|   GroupBalancedInfiniteDataLoader (L352)                                             | COVERED |
|     GroupBalancedInfiniteDataLoader.__init__ (L356)                                  | COVERED |
|   ReplayDataLoader (L395)                                                            | COVERED |
|     ReplayDataLoader.__init__ (L398)                                                 | COVERED |
|   MultiDatasetSampler (L545)                                                         | COVERED |
|     MultiDatasetSampler.__init__ (L550)                                              |  MISSED |
|--------------------------------------------------------------------------------------|---------|
| benchmarks/utils/dataset_definitions.py (module)                                     |  MISSED |
|   IDataset (L35)                                                                     | COVERED |
|   IDatasetWithTargets (L49)                                                          | COVERED |
|     IDatasetWithTargets.targets (L55)                                                | COVERED |
|   ISupportedClassificationDataset (L62)                                              | COVERED |
|     ISupportedClassificationDataset.targets (L81)                                    | COVERED |
|   ITensorDataset (L89)                                                               | COVERED |
|     ITensorDataset.tensors (L100)                                                    | COVERED |
|   IClassificationDataset (L107)                                                      | COVERED |
|   ClassificationDataset (L124)                                                       | COVERED |
|     ClassificationDataset.__init__ (L132)                                            |  MISSED |
|--------------------------------------------------------------------------------------|---------|
| benchmarks/utils/dataset_utils.py (module)                                           |  MISSED |
|   SliceSequence (L49)                                                                |  MISSED |
|     SliceSequence.__init__ (L50)                                                     |  MISSED |
|   SubSequence (L175)                                                                 | COVERED |
|     SubSequence.__init__ (L183)                                                      |  MISSED |
|   SubsetWithTargets (L206)                                                           | COVERED |
|     SubsetWithTargets.__init__ (L212)                                                |  MISSED |
|   SequenceDataset (L231)                                                             | COVERED |
|     SequenceDataset.__init__ (L237)                                                  | COVERED |
|   find_list_from_index (L278)                                                        |  MISSED |
|   manage_advanced_indexing (L307)                                                    | COVERED |
|   slice_alike_object_to_indices (L344)                                               | COVERED |
|--------------------------------------------------------------------------------------|---------|
| benchmarks/utils/datasets_from_filelists.py (module)                                 | COVERED |
|   default_image_loader (L40)                                                         | COVERED |
|   default_flist_reader (L51)                                                         | COVERED |
|   PathsDataset (L81)                                                                 | COVERED |
|     PathsDataset.__init__ (L87)                                                      | COVERED |
|   FilelistDataset (L160)                                                             | COVERED |
|     FilelistDataset.__init__ (L166)                                                  | COVERED |
|   datasets_from_filelists (L200)                                                     | COVERED |
|   datasets_from_paths (L292)                                                         | COVERED |
|   common_paths_root (L447)                                                           |  MISSED |
|--------------------------------------------------------------------------------------|---------|
| benchmarks/utils/deprecated.py (module)                                              |  MISSED |
|   AvalanceDataset (L24)                                                              |  MISSED |
|   AvalancheSubset (L32)                                                              |  MISSED |
|   AvalancheTensorDataset (L64)                                                       |  MISSED |
|   AvalancheConcatDataset (L92)                                                       |  MISSED |
|--------------------------------------------------------------------------------------|---------|
| benchmarks/utils/detection_dataset.py (module)                                       | COVERED |
|   DetectionDataset (L76)                                                             |  MISSED |
|     DetectionDataset.task_pattern_indices (L78)                                      | COVERED |
|     DetectionDataset.task_set (L83)                                                  | COVERED |
|     DetectionDataset.subset (L88)                                                    |  MISSED |
|     DetectionDataset.concat (L92)                                                    |  MISSED |
|   SupervisedDetectionDataset (L100)                                                  |  MISSED |
|     SupervisedDetectionDataset.__init__ (L101)                                       |  MISSED |
|     SupervisedDetectionDataset.targets (L130)                                        |  MISSED |
|     SupervisedDetectionDataset.targets_task_labels (L134)                            |  MISSED |
|   make_detection_dataset (L144)                                                      |  MISSED |
|   make_detection_dataset (L159)                                                      |  MISSED |
|   make_detection_dataset (L174)                                                      |  MISSED |
|   make_detection_dataset (L188)                                                      | COVERED |
|   detection_subset (L364)                                                            |  MISSED |
|   detection_subset (L381)                                                            |  MISSED |
|   detection_subset (L398)                                                            |  MISSED |
|   detection_subset (L414)                                                            | COVERED |
|   concat_detection_datasets (L586)                                                   |  MISSED |
|   concat_detection_datasets (L603)                                                   |  MISSED |
|   concat_detection_datasets (L618)                                                   |  MISSED |
|   concat_detection_datasets (L634)                                                   | COVERED |
|--------------------------------------------------------------------------------------|---------|
| benchmarks/utils/flat_data.py (module)                                               | COVERED |
|   LazyIndices (L47)                                                                  | COVERED |
|     LazyIndices.__init__ (L56)                                                       |  MISSED |
|   LazyRange (L124)                                                                   | COVERED |
|     LazyRange.__init__ (L127)                                                        |  MISSED |
|   FlatData (L154)                                                                    | COVERED |
|     FlatData.__init__ (L175)                                                         | COVERED |
|     FlatData.subset (L215)                                                           | COVERED |
|     FlatData.concat (L233)                                                           | COVERED |
|   ConstantSequence (L373)                                                            | COVERED |
|     ConstantSequence.__init__ (L376)                                                 | COVERED |
|     ConstantSequence.subset (L415)                                                   | COVERED |
|     ConstantSequence.concat (L423)                                                   | COVERED |
|--------------------------------------------------------------------------------------|---------|
| benchmarks/utils/torchvision_wrapper.py (module)                                     | COVERED |
|   ImageFolder (L19)                                                                  |  MISSED |
|   DatasetFolder (L23)                                                                |  MISSED |
|--------------------------------------------------------------------------------------|---------|
| benchmarks/utils/transform_groups.py (module)                                        | COVERED |
|   XComposedTransformDef (L42)                                                        |  MISSED |
|   XTransformDef (L47)                                                                |  MISSED |
|   YTransformDef (L52)                                                                |  MISSED |
|   identity (L62)                                                                     | COVERED |
|   TransformGroups (L70)                                                              | COVERED |
|     TransformGroups.__init__ (L79)                                                   | COVERED |
|     TransformGroups.with_transform (L163)                                            |  MISSED |
|   DefaultTransformGroups (L186)                                                      | COVERED |
|     DefaultTransformGroups.__init__ (L189)                                           |  MISSED |
|     DefaultTransformGroups.with_transform (L194)                                     |  MISSED |
|   EmptyTransformGroups (L198)                                                        |  MISSED |
|     EmptyTransformGroups.__init__ (L199)                                             |  MISSED |
|--------------------------------------------------------------------------------------|---------|
| benchmarks/utils/transforms.py (module)                                              | COVERED |
|   MultiParamTransform (L21)                                                          | COVERED |
|   MultiParamCompose (L32)                                                            | COVERED |
|     MultiParamCompose.__init__ (L49)                                                 |  MISSED |
|   MultiParamTransformCallable (L101)                                                 | COVERED |
|     MultiParamTransformCallable.__init__ (L104)                                      |  MISSED |
|   TupleTransform (L196)                                                              | COVERED |
|     TupleTransform.__init__ (L199)                                                   |  MISSED |
|   ComposeMaxParamsWarning (L213)                                                     |  MISSED |
|     ComposeMaxParamsWarning.__init__ (L214)                                          |  MISSED |
|--------------------------------------------------------------------------------------|---------|
| benchmarks/utils/utils.py (module)                                                   | COVERED |
|   tensor_as_list (L61)                                                               |  MISSED |
|   grouped_and_ordered_indexes (L126)                                                 | COVERED |
|   as_avalanche_dataset (L177)                                                        |  MISSED |
|   as_classification_dataset (L185)                                                   |  MISSED |
|   concat_datasets (L205)                                                             | COVERED |
|   find_common_transforms_group (L220)                                                | COVERED |
|   TaskSet (L622)                                                                     | COVERED |
|     TaskSet.__init__ (L639)                                                          | COVERED |
|--------------------------------------------------------------------------------------|---------|
| distributed/distributed_consistency_verification.py (module)                         |  MISSED |
|   hash_benchmark (L17)                                                               |  MISSED |
|   hash_dataset (L32)                                                                 |  MISSED |
|   hash_minibatch (L50)                                                               |  MISSED |
|   hash_tensor (L62)                                                                  |  MISSED |
|   hash_model (L73)                                                                   |  MISSED |
|--------------------------------------------------------------------------------------|---------|
| distributed/distributed_helper.py (module)                                           |  MISSED |
|   RollingSeedContext (L30)                                                           | COVERED |
|     RollingSeedContext.__init__ (L40)                                                |  MISSED |
|     RollingSeedContext.save_generators_state (L43)                                   |  MISSED |
|     RollingSeedContext.load_generators_state (L48)                                   |  MISSED |
|     RollingSeedContext.step_random_generators (L53)                                  |  MISSED |
|   BroadcastSeedContext (L66)                                                         | COVERED |
|     BroadcastSeedContext.__init__ (L73)                                              |  MISSED |
|   fix (L776)                                                                         |  MISSED |
|   MappedUnpickler (L780)                                                             | COVERED |
|     MappedUnpickler.__init__ (L796)                                                  |  MISSED |
|     MappedUnpickler.find_class (L799)                                                |  MISSED |
|--------------------------------------------------------------------------------------|---------|
| evaluation/metric_definitions.py (module)                                            |  MISSED |
|   Metric (L38)                                                                       | COVERED |
|     Metric.result (L59)                                                              | COVERED |
|     Metric.reset (L67)                                                               | COVERED |
|   PluginMetric (L76)                                                                 | COVERED |
|     PluginMetric.__init__ (L93)                                                      | COVERED |
|     PluginMetric.result (L103)                                                       |  MISSED |
|     PluginMetric.reset (L107)                                                        |  MISSED |
|     PluginMetric.before_training (L110)                                              |  MISSED |
|     PluginMetric.before_training_exp (L113)                                          |  MISSED |
|     PluginMetric.before_train_dataset_adaptation (L116)                              |  MISSED |
|     PluginMetric.after_train_dataset_adaptation (L121)                               |  MISSED |
|     PluginMetric.before_training_epoch (L126)                                        |  MISSED |
|     PluginMetric.before_training_iteration (L129)                                    |  MISSED |
|     PluginMetric.before_forward (L134)                                               |  MISSED |
|     PluginMetric.after_forward (L137)                                                |  MISSED |
|     PluginMetric.before_backward (L140)                                              |  MISSED |
|     PluginMetric.after_backward (L143)                                               |  MISSED |
|     PluginMetric.after_training_iteration (L146)                                     |  MISSED |
|     PluginMetric.before_update (L151)                                                |  MISSED |
|     PluginMetric.after_update (L154)                                                 |  MISSED |
|     PluginMetric.after_training_epoch (L157)                                         |  MISSED |
|     PluginMetric.after_training_exp (L160)                                           |  MISSED |
|     PluginMetric.after_training (L163)                                               |  MISSED |
|     PluginMetric.before_eval (L166)                                                  |  MISSED |
|     PluginMetric.before_eval_dataset_adaptation (L169)                               |  MISSED |
|     PluginMetric.after_eval_dataset_adaptation (L174)                                |  MISSED |
|     PluginMetric.before_eval_exp (L179)                                              |  MISSED |
|     PluginMetric.after_eval_exp (L182)                                               |  MISSED |
|     PluginMetric.after_eval (L185)                                                   |  MISSED |
|     PluginMetric.before_eval_iteration (L188)                                        |  MISSED |
|     PluginMetric.before_eval_forward (L191)                                          |  MISSED |
|     PluginMetric.after_eval_forward (L194)                                           |  MISSED |
|     PluginMetric.after_eval_iteration (L197)                                         |  MISSED |
|   GenericPluginMetric (L201)                                                         | COVERED |
|     GenericPluginMetric.__init__ (L209)                                              |  MISSED |
|     GenericPluginMetric.__init__ (L221)                                              |  MISSED |
|     GenericPluginMetric.__init__ (L230)                                              |  MISSED |
|     GenericPluginMetric.reset (L252)                                                 |  MISSED |
|     GenericPluginMetric.result (L255)                                                |  MISSED |
|     GenericPluginMetric.update (L258)                                                |  MISSED |
|     GenericPluginMetric.before_training (L280)                                       |  MISSED |
|     GenericPluginMetric.before_training_exp (L285)                                   |  MISSED |
|     GenericPluginMetric.before_training_epoch (L290)                                 |  MISSED |
|     GenericPluginMetric.before_training_iteration (L295)                             |  MISSED |
|     GenericPluginMetric.after_training_iteration (L300)                              |  MISSED |
|     GenericPluginMetric.after_training_epoch (L307)                                  |  MISSED |
|     GenericPluginMetric.after_training_exp (L312)                                    |  MISSED |
|     GenericPluginMetric.after_training (L317)                                        |  MISSED |
|     GenericPluginMetric.before_eval (L322)                                           |  MISSED |
|     GenericPluginMetric.before_eval_exp (L327)                                       |  MISSED |
|     GenericPluginMetric.after_eval_exp (L332)                                        |  MISSED |
|     GenericPluginMetric.after_eval (L337)                                            |  MISSED |
|     GenericPluginMetric.after_eval_iteration (L342)                                  |  MISSED |
|     GenericPluginMetric.before_eval_iteration (L349)                                 |  MISSED |
|--------------------------------------------------------------------------------------|---------|
| evaluation/metric_results.py (module)                                                |  MISSED |
|   LoggingType (L25)                                                                  | COVERED |
|   TensorImage (L46)                                                                  |  MISSED |
|   AlternativeValues (L56)                                                            | COVERED |
|     AlternativeValues.__init__ (L61)                                                 |  MISSED |
|     AlternativeValues.best_supported_value (L64)                                     | COVERED |
|   MetricValue (L78)                                                                  | COVERED |
|     MetricValue.__init__ (L92)                                                       | COVERED |
|--------------------------------------------------------------------------------------|---------|
| evaluation/metric_utils.py (module)                                                  |  MISSED |
|   default_cm_image_creator (L41)                                                     | COVERED |
|   repartition_pie_chart_image_creator (L146)                                         | COVERED |
|   repartition_bar_chart_image_creator (L173)                                         | COVERED |
|   default_history_repartition_image_creator (L208)                                   | COVERED |
|   stream_type (L238)                                                                 | COVERED |
|   phase_and_task (L249)                                                              | COVERED |
|   bytes2human (L278)                                                                 |  MISSED |
|   default_metric_name_template (L295)                                                |  MISSED |
|   generic_get_metric_name (L320)                                                     |  MISSED |
|   get_metric_name (L333)                                                             | COVERED |
|--------------------------------------------------------------------------------------|---------|
| evaluation/plot_utils.py (module)                                                    |  MISSED |
|   learning_curves_plot (L14)                                                         | COVERED |
|--------------------------------------------------------------------------------------|---------|
| evaluation/metrics/acc_matrix.py (module)                                            |  MISSED |
|   AccuracyMatrixPluginMetric (L10)                                                   | COVERED |
|     AccuracyMatrixPluginMetric.__init__ (L15)                                        | COVERED |
|     AccuracyMatrixPluginMetric.reset (L28)                                           | COVERED |
|     AccuracyMatrixPluginMetric.result (L36)                                          | COVERED |
|     AccuracyMatrixPluginMetric.add_new_task (L44)                                    | COVERED |
|     AccuracyMatrixPluginMetric.update (L54)                                          | COVERED |
|     AccuracyMatrixPluginMetric.after_eval_iteration (L80)                            | COVERED |
|     AccuracyMatrixPluginMetric.after_eval_exp (L88)                                  | COVERED |
|     AccuracyMatrixPluginMetric.after_eval (L97)                                      | COVERED |
|     AccuracyMatrixPluginMetric.before_training (L106)                                | COVERED |
|   accuracy_matrix_metrics (L118)                                                     | COVERED |
|--------------------------------------------------------------------------------------|---------|
| evaluation/metrics/accuracy.py (module)                                              |  MISSED |
|   Accuracy (L21)                                                                     | COVERED |
|     Accuracy.__init__ (L38)                                                          | COVERED |
|     Accuracy.update (L49)                                                            | COVERED |
|     Accuracy.result (L82)                                                            | COVERED |
|     Accuracy.reset (L92)                                                             | COVERED |
|   TaskAwareAccuracy (L100)                                                           | COVERED |
|     TaskAwareAccuracy.__init__ (L110)                                                | COVERED |
|     TaskAwareAccuracy.update (L119)                                                  | COVERED |
|     TaskAwareAccuracy.result (L161)                                                  | COVERED |
|     TaskAwareAccuracy.reset (L182)                                                   | COVERED |
|   AccuracyPluginMetric (L199)                                                        | COVERED |
|     AccuracyPluginMetric.__init__ (L204)                                             | COVERED |
|     AccuracyPluginMetric.reset (L214)                                                |  MISSED |
|     AccuracyPluginMetric.result (L217)                                               |  MISSED |
|     AccuracyPluginMetric.update (L220)                                               |  MISSED |
|   AccuracyPerTaskPluginMetric (L224)                                                 | COVERED |
|     AccuracyPerTaskPluginMetric.__init__ (L231)                                      | COVERED |
|     AccuracyPerTaskPluginMetric.reset (L243)                                         |  MISSED |
|     AccuracyPerTaskPluginMetric.result (L246)                                        |  MISSED |
|     AccuracyPerTaskPluginMetric.update (L249)                                        |  MISSED |
|   MinibatchAccuracy (L253)                                                           | COVERED |
|     MinibatchAccuracy.__init__ (L266)                                                | COVERED |
|   EpochAccuracy (L278)                                                               | COVERED |
|     EpochAccuracy.__init__ (L288)                                                    | COVERED |
|   RunningEpochAccuracy (L301)                                                        | COVERED |
|     RunningEpochAccuracy.__init__ (L312)                                             | COVERED |
|   ExperienceAccuracy (L325)                                                          | COVERED |
|     ExperienceAccuracy.__init__ (L332)                                               | COVERED |
|   StreamAccuracy (L344)                                                              | COVERED |
|     StreamAccuracy.__init__ (L351)                                                   | COVERED |
|   TrainedExperienceAccuracy (L363)                                                   | COVERED |
|     TrainedExperienceAccuracy.__init__ (L371)                                        | COVERED |
|     TrainedExperienceAccuracy.after_training_exp (L381)                              |  MISSED |
|     TrainedExperienceAccuracy.update (L387)                                          | COVERED |
|   accuracy_metrics (L399)                                                            | COVERED |
|--------------------------------------------------------------------------------------|---------|
| evaluation/metrics/amca.py (module)                                                  |  MISSED |
|   AverageMeanClassAccuracy (L51)                                                     | COVERED |
|     AverageMeanClassAccuracy.__init__ (L87)                                          | COVERED |
|     AverageMeanClassAccuracy.update (L130)                                           | COVERED |
|     AverageMeanClassAccuracy.result (L152)                                           | COVERED |
|     AverageMeanClassAccuracy.next_experience (L174)                                  | COVERED |
|     AverageMeanClassAccuracy.reset (L190)                                            | COVERED |
|   MultiStreamAMCA (L211)                                                             | COVERED |
|     MultiStreamAMCA.__init__ (L218)                                                  | COVERED |
|     MultiStreamAMCA.update (L241)                                                    | COVERED |
|     MultiStreamAMCA.result (L272)                                                    | COVERED |
|     MultiStreamAMCA.set_stream (L288)                                                | COVERED |
|     MultiStreamAMCA.finish_phase (L304)                                              | COVERED |
|     MultiStreamAMCA.reset (L315)                                                     | COVERED |
|   AMCAPluginMetric (L330)                                                            | COVERED |
|     AMCAPluginMetric.__init__ (L342)                                                 | COVERED |
|     AMCAPluginMetric.update (L361)                                                   |  MISSED |
|     AMCAPluginMetric.before_training (L368)                                          |  MISSED |
|     AMCAPluginMetric.after_training (L372)                                           |  MISSED |
|     AMCAPluginMetric.before_eval (L376)                                              |  MISSED |
|     AMCAPluginMetric.before_eval_exp (L384)                                          |  MISSED |
|     AMCAPluginMetric.result (L391)                                                   |  MISSED |
|     AMCAPluginMetric.metric_value_name (L414)                                        |  MISSED |
|   amca_metrics (L421)                                                                | COVERED |
|--------------------------------------------------------------------------------------|---------|
| evaluation/metrics/checkpoint.py (module)                                            |  MISSED |
|   WeightCheckpoint (L25)                                                             | COVERED |
|     WeightCheckpoint.__init__ (L39)                                                  | COVERED |
|     WeightCheckpoint.update (L51)                                                    | COVERED |
|     WeightCheckpoint.result (L60)                                                    | COVERED |
|     WeightCheckpoint.reset (L68)                                                     | COVERED |
|     WeightCheckpoint.after_training_exp (L85)                                        |  MISSED |
|--------------------------------------------------------------------------------------|---------|
| evaluation/metrics/class_accuracy.py (module)                                        |  MISSED |
|   ClassAccuracy (L36)                                                                | COVERED |
|     ClassAccuracy.__init__ (L58)                                                     | COVERED |
|     ClassAccuracy.update (L113)                                                      | COVERED |
|     ClassAccuracy.result (L172)                                                      | COVERED |
|     ClassAccuracy.reset (L192)                                                       | COVERED |
|   ClassAccuracyPluginMetric (L211)                                                   | COVERED |
|     ClassAccuracyPluginMetric.__init__ (L216)                                        |  MISSED |
|     ClassAccuracyPluginMetric.update (L227)                                          |  MISSED |
|     ClassAccuracyPluginMetric.result (L236)                                          |  MISSED |
|     ClassAccuracyPluginMetric.metric_value_name (L256)                               |  MISSED |
|   MinibatchClassAccuracy (L269)                                                      | COVERED |
|     MinibatchClassAccuracy.__init__ (L282)                                           | COVERED |
|   EpochClassAccuracy (L297)                                                          | COVERED |
|     EpochClassAccuracy.__init__ (L308)                                               | COVERED |
|   RunningEpochClassAccuracy (L320)                                                   | COVERED |
|     RunningEpochClassAccuracy.__init__ (L331)                                        | COVERED |
|   ExperienceClassAccuracy (L344)                                                     | COVERED |
|     ExperienceClassAccuracy.__init__ (L353)                                          | COVERED |
|   StreamClassAccuracy (L368)                                                         | COVERED |
|     StreamClassAccuracy.__init__ (L377)                                              | COVERED |
|   class_accuracy_metrics (L389)                                                      | COVERED |
|--------------------------------------------------------------------------------------|---------|
| evaluation/metrics/confusion_matrix.py (module)                                      |  MISSED |
|   ConfusionMatrix (L48)                                                              | COVERED |
|     ConfusionMatrix.__init__ (L75)                                                   | COVERED |
|     ConfusionMatrix.update (L106)                                                    | COVERED |
|     ConfusionMatrix.result (L190)                                                    | COVERED |
|     ConfusionMatrix.reset (L207)                                                     | COVERED |
|     ConfusionMatrix.nan_to_num (L235)                                                |  MISSED |
|   StreamConfusionMatrix (L245)                                                       | COVERED |
|     StreamConfusionMatrix.__init__ (L261)                                            | COVERED |
|     StreamConfusionMatrix.reset (L313)                                               |  MISSED |
|     StreamConfusionMatrix.result (L318)                                              |  MISSED |
|     StreamConfusionMatrix.update (L322)                                              |  MISSED |
|     StreamConfusionMatrix.before_eval (L325)                                         |  MISSED |
|     StreamConfusionMatrix.after_eval_iteration (L328)                                |  MISSED |
|     StreamConfusionMatrix.after_eval (L332)                                          |  MISSED |
|   WandBStreamConfusionMatrix (L377)                                                  | COVERED |
|     WandBStreamConfusionMatrix.__init__ (L388)                                       | COVERED |
|     WandBStreamConfusionMatrix.reset (L401)                                          |  MISSED |
|     WandBStreamConfusionMatrix.before_eval (L405)                                    |  MISSED |
|     WandBStreamConfusionMatrix.result (L408)                                         |  MISSED |
|     WandBStreamConfusionMatrix.update (L413)                                         |  MISSED |
|     WandBStreamConfusionMatrix.after_eval_iteration (L417)                           |  MISSED |
|     WandBStreamConfusionMatrix.after_eval (L421)                                     |  MISSED |
|   confusion_matrix_metrics (L450)                                                    | COVERED |
|--------------------------------------------------------------------------------------|---------|
| evaluation/metrics/cpu_usage.py (module)                                             |  MISSED |
|   CPUUsage (L22)                                                                     | COVERED |
|     CPUUsage.__init__ (L41)                                                          | COVERED |
|     CPUUsage.update (L65)                                                            | COVERED |
|     CPUUsage.result (L97)                                                            | COVERED |
|     CPUUsage.reset (L107)                                                            | COVERED |
|   CPUPluginMetric (L118)                                                             |  MISSED |
|     CPUPluginMetric.__init__ (L119)                                                  |  MISSED |
|     CPUPluginMetric.update (L124)                                                    |  MISSED |
|   MinibatchCPUUsage (L128)                                                           | COVERED |
|     MinibatchCPUUsage.__init__ (L139)                                                | COVERED |
|     MinibatchCPUUsage.before_training_iteration (L147)                               |  MISSED |
|   EpochCPUUsage (L155)                                                               | COVERED |
|     EpochCPUUsage.__init__ (L163)                                                    | COVERED |
|     EpochCPUUsage.before_training_epoch (L171)                                       |  MISSED |
|   RunningEpochCPUUsage (L179)                                                        | COVERED |
|     RunningEpochCPUUsage.__init__ (L188)                                             | COVERED |
|     RunningEpochCPUUsage.result (L197)                                               |  MISSED |
|     RunningEpochCPUUsage.before_training_epoch (L200)                                |  MISSED |
|     RunningEpochCPUUsage.before_training_iteration (L204)                            |  MISSED |
|     RunningEpochCPUUsage.after_training_iteration (L208)                             |  MISSED |
|   ExperienceCPUUsage (L219)                                                          | COVERED |
|     ExperienceCPUUsage.__init__ (L228)                                               | COVERED |
|     ExperienceCPUUsage.before_eval_exp (L236)                                        |  MISSED |
|   StreamCPUUsage (L244)                                                              | COVERED |
|     StreamCPUUsage.__init__ (L253)                                                   | COVERED |
|     StreamCPUUsage.before_eval (L261)                                                |  MISSED |
|   cpu_usage_metrics (L269)                                                           | COVERED |
|--------------------------------------------------------------------------------------|---------|
| evaluation/metrics/cumulative_accuracies.py (module)                                 |  MISSED |
|   CumulativeAccuracy (L35)                                                           | COVERED |
|     CumulativeAccuracy.__init__ (L47)                                                |  MISSED |
|     CumulativeAccuracy.update (L51)                                                  |  MISSED |
|     CumulativeAccuracy.result (L92)                                                  | COVERED |
|     CumulativeAccuracy.reset (L102)                                                  | COVERED |
|   CumulativeAccuracyPluginMetric (L111)                                              |  MISSED |
|     CumulativeAccuracyPluginMetric.__init__ (L114)                                   | COVERED |
|     CumulativeAccuracyPluginMetric.before_training_exp (L129)                        |  MISSED |
|     CumulativeAccuracyPluginMetric.reset (L144)                                      |  MISSED |
|     CumulativeAccuracyPluginMetric.result (L147)                                     |  MISSED |
|     CumulativeAccuracyPluginMetric.update (L150)                                     |  MISSED |
|   CumulativeForgettingPluginMetric (L180)                                            | COVERED |
|     CumulativeForgettingPluginMetric.__init__ (L195)                                 | COVERED |
|     CumulativeForgettingPluginMetric.before_training_exp (L212)                      |  MISSED |
|     CumulativeForgettingPluginMetric.reset (L241)                                    |  MISSED |
|     CumulativeForgettingPluginMetric.result (L244)                                   |  MISSED |
|     CumulativeForgettingPluginMetric.update (L271)                                   |  MISSED |
|--------------------------------------------------------------------------------------|---------|
| evaluation/metrics/detection.py (module)                                             |  MISSED |
|   TensorEncoder (L57)                                                                |  MISSED |
|     TensorEncoder.__init__ (L58)                                                     |  MISSED |
|     TensorEncoder.default (L61)                                                      |  MISSED |
|   tensor_decoder (L68)                                                               |  MISSED |
|   DetectionEvaluator (L83)                                                           | COVERED |
|     DetectionEvaluator.update (L91)                                                  | COVERED |
|     DetectionEvaluator.evaluate (L103)                                               | COVERED |
|     DetectionEvaluator.summarize (L118)                                              | COVERED |
|   coco_evaluator_factory (L138)                                                      |  MISSED |
|   DetectionMetrics (L146)                                                            | COVERED |
|     DetectionMetrics.__init__ (L162)                                                 | COVERED |
|     DetectionMetrics.reset (L283)                                                    |  MISSED |
|     DetectionMetrics.initialize_evaluator (L289)                                     |  MISSED |
